round,idno,cntry,trustpeople1,trustpeople2,trustpeople3,politics1,politics2,politics3,politics4,politics5,politics6,politics7,discriminate,optimism,D1,D2,D3,D4R,D5,D6R,D7,D8
6,1541,IS,7,8,8,6,5,8,5,5,6,8,0,2,2,1,2,3,1,3,1,1
6,1542,IS,4,6,6,0,2,0,0,0,NA,NA,1,4,1,2,3,4,1,3,2,2
6,1543,IS,8,8,8,6,5,8,6,5,2,5,0,3,1,1,1,3,1,4,1,1
6,1544,IS,6,5,7,5,5,8,5,6,4,5,0,2,1,1,2,4,1,4,1,1
6,1545,IS,6,4,4,8,9,9,7,7,7,9,0,1,1,1,2,3,1,3,1,2
6,1546,IS,8,8,7,5,5,10,6,6,NA,NA,0,2,1,1,2,3,1,3,2,1
6,1547,IS,5,7,9,4,4,8,4,4,NA,7,0,2,1,1,1,4,1,4,1,1
6,1549,IS,8,5,7,3,3,7,1,0,0,5,0,1,1,2,2,4,1,3,1,1
6,1551,IS,7,7,6,3,6,8,4,4,NA,7,0,2,1,2,2,3,1,3,1,1
6,1552,IS,8,8,7,7,8,9,7,5,1,7,0,2,1,2,2,3,1,3,1,1
6,1555,IS,5,6,3,2,2,3,1,1,5,4,0,4,1,1,1,3,1,3,2,1
6,1556,IS,5,6,6,3,5,6,3,3,NA,NA,0,2,1,1,1,3,1,3,1,1
6,1561,IS,10,10,10,5,5,7,4,4,2,5,0,2,3,1,1,1,1,1,3,1
6,1562,IS,8,8,5,1,8,10,2,0,6,6,0,1,1,1,1,4,1,4,1,1
6,1565,IS,2,7,1,2,1,8,2,1,4,4,1,3,3,1,2,2,2,2,2,1
6,1567,IS,7,7,6,7,9,8,7,7,7,8,0,2,1,2,2,2,1,3,1,1
6,1571,IS,4,5,0,0,4,8,0,2,5,5,0,2,1,1,2,4,1,3,1,2
6,1573,IS,5,8,1,1,0,8,1,0,0,0,1,1,2,1,1,4,1,3,2,2
6,1576,IS,1,9,5,7,8,8,6,6,NA,NA,0,2,2,1,3,3,1,3,2,2
6,1579,IS,4,7,5,3,3,7,3,3,0,6,0,1,1,1,1,4,1,4,1,1
6,1582,IS,7,7,3,5,5,7,5,5,2,5,0,2,1,1,1,4,1,4,1,1
6,1584,IS,9,9,8,5,9,9,4,4,4,8,0,1,1,1,1,4,1,4,1,1
6,1586,IS,4,5,6,4,3,3,3,4,3,4,1,2,2,2,4,2,3,2,1,2
6,1588,IS,8,8,3,3,7,10,1,1,5,8,1,4,2,2,1,3,1,3,2,2
6,1592,IS,4,9,9,7,8,10,6,5,3,9,0,3,1,1,2,4,1,4,1,1
6,1593,IS,4,5,6,6,7,8,6,5,6,7,0,2,2,2,2,3,1,2,2,3
6,1594,IS,8,8,6,5,9,8,5,3,5,2,0,2,1,2,2,3,1,3,2,2
6,1595,IS,4,8,5,5,4,7,4,1,NA,6,0,3,2,1,2,3,1,3,2,1
6,1596,IS,6,8,4,3,6,5,5,3,5,5,1,5,2,1,2,1,3,1,2,1
6,1597,IS,8,8,8,7,6,9,5,4,1,8,0,2,1,2,2,4,1,4,1,2
6,1598,IS,7,8,8,5,8,8,5,3,8,10,0,2,1,2,1,4,1,4,1,2
6,1600,IS,7,7,7,4,6,8,3,4,5,7,0,1,1,2,1,4,1,4,1,1
6,1601,IS,8,8,7,8,9,9,6,4,NA,7,0,3,2,2,2,3,1,3,2,2
6,1602,IS,5,5,6,7,7,8,6,6,5,8,0,3,1,2,1,4,1,4,1,1
6,1603,IS,8,7,5,5,7,8,4,5,5,5,0,4,1,1,2,3,1,3,1,1
6,1605,IS,6,8,8,3,3,1,1,0,NA,3,1,NA,2,2,NA,2,2,2,2,1
6,1609,IS,6,6,7,0,0,7,0,0,2,6,1,2,3,1,2,3,2,3,2,1
6,1610,IS,8,8,5,4,7,9,4,2,7,7,0,3,1,1,1,NA,1,3,1,1
6,1616,IS,8,8,8,7,8,10,7,5,7,7,0,2,1,1,2,3,1,3,1,1
6,1617,IS,6,7,8,7,6,9,5,5,3,7,1,4,2,1,3,2,2,2,2,1
6,1619,IS,10,8,8,7,7,9,4,4,6,NA,0,2,1,4,1,4,1,4,1,2
6,1624,IS,9,10,8,7,7,8,7,7,8,9,0,1,1,2,1,4,1,4,1,1
6,1631,IS,4,5,3,2,3,3,1,1,NA,NA,0,4,NA,1,2,3,1,2,2,2
6,1636,IS,4,8,8,0,8,9,4,0,0,8,0,3,2,3,3,2,3,4,2,1
6,1637,IS,4,8,5,2,9,8,5,0,0,7,0,2,2,3,2,3,2,1,2,4
6,1640,IS,2,5,2,3,6,8,6,4,5,7,1,2,1,2,4,4,1,3,1,1
6,1644,IS,8,7,9,2,4,8,5,5,5,8,0,1,1,1,1,4,1,4,1,1
6,1645,IS,7,8,7,4,8,9,2,2,5,8,0,1,1,2,2,4,1,4,1,2
6,1647,IS,7,8,7,7,8,8,7,6,8,8,0,3,2,1,1,3,1,3,1,1
6,1651,IS,4,6,5,NA,NA,9,NA,NA,NA,NA,0,2,3,1,1,2,2,2,2,1
6,1652,IS,3,8,5,6,4,8,3,3,NA,7,0,2,1,1,2,3,1,3,1,2
6,1653,IS,10,10,10,5,4,10,6,5,5,10,0,1,2,1,2,4,2,2,1,2
6,1655,IS,6,4,8,3,5,8,4,4,NA,7,0,3,2,2,1,3,3,2,2,2
6,1656,IS,5,5,8,10,7,4,9,8,10,10,0,1,2,1,2,3,1,4,1,1
6,1657,IS,5,5,7,5,7,7,5,5,3,5,0,1,1,2,1,4,1,4,1,1
6,1659,IS,7,8,6,8,5,6,4,5,2,7,0,3,1,2,2,3,1,2,1,1
6,1663,IS,3,6,7,0,0,6,0,0,NA,3,0,3,2,1,3,4,1,3,2,1
6,1664,IS,8,8,6,2,7,7,3,2,NA,7,1,3,2,1,2,2,1,2,2,1
6,1665,IS,8,8,7,5,8,9,6,5,NA,7,0,2,2,2,1,3,1,2,1,1
6,1667,IS,5,8,8,3,3,7,4,0,NA,NA,0,3,1,2,1,4,1,3,2,1
6,1670,IS,8,7,7,6,7,8,7,6,5,5,0,2,1,1,1,4,1,3,2,1
6,1671,IS,5,3,0,0,0,0,0,0,5,5,0,1,1,3,3,3,1,2,1,1
6,1672,IS,7,5,6,5,6,7,3,4,5,6,0,3,1,2,1,4,1,4,2,1
6,1676,IS,5,8,5,3,NA,NA,3,3,NA,NA,1,2,1,1,1,4,1,3,1,1
6,1683,IS,5,4,6,0,2,4,1,1,0,7,0,2,1,1,1,4,1,4,1,2
6,1685,IS,7,5,5,6,6,6,5,5,7,8,0,2,2,1,1,3,1,3,2,3
6,1686,IS,8,7,7,5,5,8,3,3,1,2,0,2,2,2,2,3,1,3,1,2
6,1687,IS,4,3,3,6,6,5,5,5,5,6,1,3,3,3,3,2,2,3,3,2
6,1690,IS,3,5,7,2,3,4,1,0,0,4,0,4,1,2,1,3,1,4,1,1
6,1694,IS,4,7,7,0,7,8,5,5,NA,8,0,2,1,1,1,4,1,4,1,1
6,1695,IS,8,7,5,5,9,9,4,4,3,8,0,2,1,1,2,3,1,3,1,1
6,1696,IS,7,5,7,4,7,9,4,4,0,2,0,1,1,3,1,4,1,4,1,1
6,1699,IS,8,8,7,5,NA,7,6,NA,NA,8,0,1,2,2,1,3,1,3,2,1
6,1700,IS,7,6,6,2,7,7,3,3,NA,NA,1,4,1,1,3,3,1,3,2,2
6,1701,IS,7,6,6,3,8,7,3,3,5,7,0,1,1,1,1,4,1,4,1,1
6,1702,IS,8,8,8,6,5,9,5,5,0,3,1,2,1,2,2,3,2,3,2,1
6,1703,IS,7,7,5,6,8,9,4,4,5,7,0,1,2,2,2,3,1,3,2,1
6,1705,IS,10,0,2,0,3,10,5,0,0,5,1,1,1,3,4,4,1,4,2,1
6,1706,IS,10,9,8,7,7,7,7,4,5,6,0,1,1,1,2,2,1,1,1,1
6,1708,IS,6,8,8,2,4,5,0,0,0,3,0,1,1,1,2,3,1,4,1,1
6,1709,IS,9,9,8,8,9,9,7,7,NA,9,0,2,2,1,2,3,1,3,2,1
6,1710,IS,6,8,6,3,5,9,4,1,4,8,0,1,2,2,3,4,1,3,1,1
6,1712,IS,7,8,7,3,6,9,4,4,7,6,0,2,1,2,1,3,1,3,1,1
6,1714,IS,7,6,6,4,7,8,3,3,2,6,0,3,2,1,2,3,1,3,2,2
6,1716,IS,5,2,2,2,2,8,2,2,2,5,0,2,1,1,2,4,1,4,1,1
6,1718,IS,1,5,5,4,8,6,2,2,2,4,1,4,2,2,3,3,1,3,2,2
6,1720,IS,5,3,8,3,2,10,5,6,0,8,0,2,1,2,3,1,2,2,2,3
6,1721,IS,5,6,4,3,4,6,2,3,5,7,0,3,1,1,2,3,1,3,2,1
6,1724,IS,3,7,7,NA,7,8,5,5,5,7,0,2,1,1,1,4,1,3,1,2
6,1726,IS,5,6,7,7,6,7,4,3,NA,3,0,2,1,1,1,4,1,3,1,2
6,1733,IS,7,7,9,5,8,9,3,2,6,7,0,2,1,1,1,3,1,4,1,1
6,1735,IS,6,5,6,0,3,5,0,0,0,2,1,4,1,1,1,4,1,4,1,1
6,1739,IS,8,7,5,6,2,3,5,4,5,4,1,1,4,2,3,3,1,4,1,1
6,1743,IS,7,7,8,4,6,7,5,5,4,7,1,2,2,2,2,3,1,3,2,1
6,1744,IS,3,5,6,5,9,7,5,5,NA,NA,1,1,1,4,4,4,1,4,1,1
6,1747,IS,5,3,7,2,0,7,0,4,5,8,0,1,1,1,2,3,1,3,1,1
6,1748,IS,5,7,6,3,7,9,3,3,NA,7,0,3,1,2,2,3,1,3,1,1
6,1749,IS,7,7,5,7,6,9,7,7,7,7,0,1,1,2,2,4,1,3,1,1
6,1750,IS,5,5,8,5,8,10,5,4,2,9,0,3,1,2,2,3,1,3,2,2
6,1751,IS,7,7,6,2,6,8,3,3,4,4,0,3,2,1,2,3,2,2,2,2
6,1753,IS,7,8,9,6,8,10,5,3,7,8,1,4,1,2,4,3,1,4,1,2
6,1757,IS,8,8,9,9,8,10,7,7,6,8,0,1,1,1,1,4,1,4,3,NA
6,1758,IS,8,9,9,6,7,8,5,3,7,8,0,2,1,1,1,3,1,3,1,1
6,1759,IS,8,6,5,8,8,8,5,5,5,8,0,1,1,3,1,4,2,3,2,1
6,1760,IS,6,6,4,3,2,5,2,3,2,5,1,2,2,1,1,3,1,3,2,1
6,1761,IS,7,7,7,7,8,9,5,5,7,7,1,2,1,2,2,3,2,3,1,1
6,1762,IS,7,9,7,7,7,8,6,7,5,6,0,3,1,2,1,3,1,3,2,2
6,1764,IS,9,8,7,6,9,8,6,5,8,8,0,4,4,2,1,3,1,3,1,2
6,1766,IS,5,6,7,3,4,2,3,4,5,6,0,3,3,3,3,2,1,2,2,2
6,1768,IS,9,8,7,7,5,8,7,5,0,8,0,2,1,1,2,3,1,4,NA,1
6,1769,IS,5,7,5,2,7,8,2,2,2,4,0,2,NA,2,2,2,1,2,2,1
6,1770,IS,9,9,8,3,7,9,3,5,8,9,0,2,2,2,1,3,1,3,2,1
6,1771,IS,7,6,5,5,7,7,6,4,5,7,0,3,2,2,3,4,2,1,2,4
6,1772,IS,5,5,3,3,5,8,4,3,3,4,0,4,1,1,1,3,1,3,1,1
6,1773,IS,7,7,7,5,7,7,6,5,8,8,0,2,1,1,2,3,1,3,1,1
6,1775,IS,8,8,7,7,7,9,6,5,5,8,0,1,1,2,1,3,1,2,2,2
6,1776,IS,8,7,8,0,1,7,0,0,3,8,0,4,2,3,1,3,1,3,2,2
6,1777,IS,8,8,6,9,8,10,9,9,7,8,0,1,2,4,1,4,2,3,2,1
6,1779,IS,4,5,7,2,8,8,2,2,5,8,0,2,2,1,2,3,2,2,1,1
6,1780,IS,5,3,2,10,4,5,3,5,NA,NA,0,3,2,3,3,2,2,2,3,3
6,1783,IS,4,5,6,2,4,7,1,1,2,7,0,1,2,3,2,3,1,3,2,2
6,1792,IS,4,5,6,6,6,8,6,5,7,8,0,2,1,2,1,3,1,4,1,1
6,1794,IS,7,1,5,0,NA,5,0,0,0,NA,0,1,1,2,1,4,1,4,1,2
6,1795,IS,5,7,5,7,8,8,7,7,8,7,0,3,2,2,1,2,1,3,2,1
6,1796,IS,4,7,2,0,0,10,0,0,0,6,1,1,1,2,2,3,1,4,2,2
6,1799,IS,8,8,8,3,8,8,3,3,6,7,NA,NA,1,1,1,4,1,4,1,1
6,1801,IS,8,5,8,2,1,6,2,2,5,5,0,3,2,2,3,2,2,2,2,2
6,1802,IS,4,8,7,7,7,8,5,3,8,9,0,2,1,2,1,3,1,4,1,1
6,1805,IS,3,5,1,0,7,10,5,3,0,0,0,1,1,1,1,3,1,2,1,1
6,1809,IS,2,3,2,2,2,4,0,2,4,3,0,2,2,1,1,3,1,3,2,2
6,1810,IS,5,5,6,2,3,6,2,2,NA,4,0,3,1,1,1,4,1,3,1,1
6,1811,IS,3,10,10,0,0,3,0,0,NA,0,1,4,1,1,1,3,2,4,1,1
6,1812,IS,5,NA,7,10,10,10,6,8,0,10,0,2,1,2,1,3,1,4,1,1
6,1813,IS,7,7,6,2,8,10,1,1,NA,5,0,2,1,2,1,4,3,4,2,1
6,1814,IS,8,9,6,7,8,9,5,5,7,9,0,2,1,2,2,3,1,3,2,2
6,1815,IS,9,9,9,7,8,9,7,7,8,9,0,2,1,1,1,3,1,3,1,1
6,1816,IS,8,8,6,5,7,8,5,5,9,8,0,1,1,1,1,4,2,3,1,1
6,1818,IS,NA,10,10,0,0,2,3,0,0,0,1,2,1,2,1,3,1,3,1,2
6,1820,IS,0,5,5,0,0,8,2,2,NA,2,0,2,1,4,2,4,1,3,1,2
6,1821,IS,6,8,9,2,4,9,2,0,5,4,0,2,1,1,1,4,1,4,1,1
6,1822,IS,5,8,7,5,5,8,5,5,5,6,0,2,1,2,1,4,1,4,4,2
6,1823,IS,6,6,5,6,4,8,3,4,3,10,0,2,1,1,2,3,1,3,2,1
6,1825,IS,5,8,7,6,8,9,5,5,4,7,1,2,1,2,2,4,1,4,1,1
6,1826,IS,8,8,5,7,9,10,5,9,8,8,0,2,1,2,2,3,1,4,1,1
6,1827,IS,5,4,7,7,9,10,6,6,5,8,1,2,2,1,1,4,1,3,2,1
6,1828,IS,5,9,9,0,3,8,0,0,NA,6,0,2,2,1,2,3,1,2,1,1
6,1829,IS,6,7,4,3,5,7,3,3,7,7,0,1,3,2,3,2,3,2,3,2
6,1830,IS,7,8,7,5,6,8,7,7,8,7,0,2,1,1,2,3,1,3,1,2
6,1832,IS,5,5,5,2,4,10,2,2,NA,NA,0,2,2,2,2,2,2,3,2,1
6,1834,IS,5,5,6,3,6,10,3,2,5,7,0,2,1,1,1,4,1,3,1,1
6,1836,IS,10,8,8,0,6,7,1,1,NA,4,0,1,1,1,1,4,1,4,1,2
6,1840,IS,9,8,6,0,2,8,0,0,0,7,1,2,1,1,2,2,2,3,1,1
6,1841,IS,10,10,5,5,NA,10,6,5,0,10,0,2,1,3,2,2,2,3,2,1
6,1842,IS,5,7,8,7,7,8,6,6,5,5,0,2,2,1,2,3,1,3,2,1
6,1845,IS,8,8,8,6,7,7,6,6,6,6,0,2,1,1,1,3,2,3,1,1
6,1849,IS,3,6,1,1,3,3,1,0,NA,NA,1,2,NA,2,2,3,2,2,2,2
6,1850,IS,3,6,6,2,3,6,2,3,2,7,0,4,2,1,1,2,2,2,2,1
6,1851,IS,7,7,7,8,8,9,7,5,7,7,0,2,2,2,1,4,1,3,2,1
6,1852,IS,5,5,5,4,6,8,5,3,5,6,0,3,1,2,1,4,1,3,1,1
6,1853,IS,8,8,7,3,4,6,2,1,5,8,0,3,1,2,1,4,1,4,1,1
6,1854,IS,3,8,5,4,5,7,3,3,8,7,0,1,1,1,2,4,1,4,1,1
6,1857,IS,3,4,4,5,7,9,6,6,7,7,0,2,1,1,1,4,1,4,1,1
6,1858,IS,5,7,6,2,5,8,4,5,0,8,0,1,1,2,2,4,1,4,1,1
6,1859,IS,7,7,6,4,7,8,4,4,5,7,0,2,2,1,1,3,1,3,2,1
6,1860,IS,10,5,9,2,5,10,0,0,0,NA,0,2,1,1,1,4,1,4,1,2
6,1861,IS,9,4,9,4,4,7,4,4,3,3,0,2,2,3,2,3,1,3,1,1
6,1862,IS,2,5,5,2,4,4,2,2,0,7,0,2,2,1,1,3,1,3,1,2
6,1864,IS,5,8,6,4,8,8,3,3,2,8,0,2,1,2,1,3,2,3,1,1
6,1865,IS,7,7,6,3,5,9,4,4,5,8,0,3,2,2,2,2,1,2,2,1
6,1867,IS,8,7,9,6,5,9,7,7,7,7,0,1,1,1,3,4,2,4,2,2
6,1868,IS,8,5,5,10,6,0,8,9,0,0,0,2,2,4,4,4,1,3,1,1
6,1869,IS,7,8,8,6,8,10,5,5,2,8,0,1,1,2,2,4,1,4,1,1
6,1875,IS,8,8,8,5,7,8,3,3,2,7,0,1,1,2,1,4,1,4,1,2
6,1876,IS,3,5,5,2,4,8,3,1,0,0,1,1,2,2,3,2,2,2,2,2
6,1877,IS,5,4,7,7,NA,8,5,5,7,9,0,1,1,2,1,3,2,3,1,2
6,1878,IS,5,6,7,2,6,8,2,1,1,3,0,2,1,1,2,4,1,4,1,1
6,1879,IS,7,8,4,4,5,7,6,4,2,1,0,2,1,2,1,4,2,4,1,2
6,1880,IS,6,8,8,3,9,7,0,0,NA,1,0,2,1,2,1,4,1,4,1,4
6,1881,IS,8,8,7,7,8,8,6,6,7,7,0,2,1,1,1,4,1,4,1,1
6,1882,IS,7,7,8,8,8,8,6,6,4,8,0,2,1,1,2,4,1,3,1,1
6,1884,IS,5,3,5,0,0,5,0,0,0,7,0,4,1,1,2,2,2,2,2,3
6,1886,IS,8,8,7,3,7,8,3,3,5,5,0,2,1,2,1,3,1,3,1,1
6,1888,IS,7,5,5,6,7,9,5,5,7,9,0,1,2,1,2,3,1,3,2,1
6,1890,IS,7,7,4,7,6,7,5,5,7,8,0,2,1,2,3,4,1,4,1,2
6,1891,IS,5,5,7,6,7,8,7,7,6,6,0,2,4,1,1,4,1,4,1,1
6,1892,IS,6,5,4,4,5,7,3,2,4,5,0,2,1,1,1,4,2,3,2,2
6,1893,IS,6,9,8,2,4,8,5,4,5,5,1,2,1,1,2,4,2,3,1,2
6,1894,IS,6,5,6,3,8,6,7,4,6,8,0,1,1,2,2,3,2,3,2,2
6,1900,IS,7,6,5,8,8,10,8,8,7,8,0,1,1,2,1,2,1,1,1,2
6,1902,IS,7,7,7,7,7,6,6,6,7,6,0,2,2,2,3,3,1,2,2,2
6,1904,IS,5,7,3,5,6,7,5,5,5,5,0,2,1,1,2,4,1,4,1,1
6,1905,IS,6,8,4,0,2,4,0,2,2,8,0,2,2,2,2,4,1,3,2,1
6,1906,IS,6,6,5,2,4,6,2,2,4,8,0,4,2,1,1,2,2,2,2,1
6,1909,IS,7,7,8,6,6,7,5,5,6,6,1,2,1,2,4,3,2,3,1,2
6,1911,IS,8,8,8,5,8,9,5,4,NA,7,0,1,1,2,1,4,1,3,1,2
6,1912,IS,6,7,4,4,5,7,4,5,6,6,0,1,1,1,1,3,1,3,1,1
6,1914,IS,0,5,7,6,4,8,7,7,NA,8,0,2,2,1,1,3,1,3,2,1
6,1917,IS,7,8,4,8,5,8,7,8,5,NA,0,1,1,2,2,4,1,3,1,2
6,1918,IS,8,7,7,3,5,7,2,2,4,7,0,1,2,1,1,4,1,4,1,1
6,1920,IS,7,8,6,3,6,6,2,2,6,7,0,1,2,2,1,3,1,3,2,2
6,1923,IS,8,NA,5,0,9,9,2,5,1,8,NA,4,1,3,3,3,1,3,1,3
6,1924,IS,8,8,8,4,7,8,4,4,5,7,0,2,2,2,2,2,1,2,2,1
6,1925,IS,7,7,7,2,9,9,2,4,2,5,0,1,1,1,1,3,1,4,1,1
6,1927,IS,4,7,7,2,2,1,0,0,9,3,0,2,2,3,2,3,2,4,2,2
6,1928,IS,5,9,5,2,8,9,2,0,0,7,0,1,1,2,1,4,1,3,1,1
6,1929,IS,5,8,8,5,6,7,3,3,5,4,0,2,2,2,3,3,1,3,1,1
6,1930,IS,6,8,7,2,7,9,1,0,0,5,1,3,2,1,1,2,3,2,2,1
6,1931,IS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
6,1932,IS,5,5,7,6,7,9,5,4,5,6,0,3,1,1,1,3,1,3,1,1
6,1934,IS,0,10,8,0,2,10,0,0,0,2,1,3,1,2,1,3,1,4,1,1
6,1935,IS,5,6,7,8,9,9,8,8,8,8,0,2,1,1,1,3,1,3,2,2
6,1936,IS,9,8,6,4,4,7,4,3,5,7,0,2,1,1,2,3,1,3,1,1
6,1937,IS,3,8,8,5,8,5,5,5,8,8,0,3,1,1,2,3,1,2,1,1
6,1939,IS,9,8,8,7,7,6,7,8,6,8,0,2,1,3,1,4,1,3,1,1
6,1941,IS,9,8,8,6,4,8,5,5,NA,8,0,1,1,1,1,4,1,4,1,2
6,1943,IS,8,8,9,7,8,9,5,5,4,6,0,1,1,1,1,3,1,3,1,1
6,1944,IS,8,6,7,7,8,9,7,5,8,8,1,2,1,2,3,4,1,2,2,2
6,1945,IS,5,2,5,6,3,5,3,3,3,6,0,4,3,3,2,2,3,2,3,3
6,1948,IS,4,7,7,3,7,7,3,2,3,5,1,3,2,1,2,3,1,3,2,1
6,1949,IS,8,3,8,5,5,8,5,5,5,4,0,1,1,1,1,2,1,3,1,2
6,1950,IS,7,8,10,0,10,10,0,0,0,7,0,2,1,1,1,2,1,3,1,1
6,1952,IS,8,7,5,5,6,8,6,3,NA,NA,1,4,2,1,2,3,2,3,2,1
6,1953,IS,5,7,4,3,3,2,3,4,NA,NA,0,4,2,2,2,3,2,2,2,3
6,1954,IS,7,8,6,6,7,9,5,5,NA,9,0,1,1,2,1,4,1,4,1,1
6,1955,IS,7,7,8,5,8,9,5,4,2,5,0,2,1,2,1,1,1,3,1,1
6,1957,IS,5,8,8,0,6,8,0,1,0,0,0,2,1,1,1,4,1,3,2,1
6,1958,IS,5,7,5,4,7,6,3,3,4,4,0,2,1,2,1,4,1,3,1,1
6,1960,IS,7,10,10,4,7,10,4,3,0,6,0,2,2,2,2,3,1,2,1,2
6,1963,IS,7,7,5,4,6,7,0,0,4,4,0,2,2,1,1,3,2,3,2,2
6,1964,IS,7,6,3,6,9,10,3,5,4,8,0,1,1,2,2,3,1,2,1,1
6,1966,IS,6,8,8,6,6,8,7,7,6,6,0,3,1,1,2,4,1,2,1,1
6,1967,IS,5,5,3,5,7,9,5,5,3,7,0,2,1,1,2,3,1,3,1,1
6,1970,IS,5,8,6,3,8,8,4,4,0,7,0,1,1,3,1,4,1,4,1,1
6,1972,IS,5,6,3,5,6,8,4,4,3,4,0,3,1,1,2,4,1,4,1,1
6,1973,IS,8,8,8,6,8,9,5,5,NA,7,0,2,1,1,1,3,1,4,1,1
6,1974,IS,6,8,6,5,3,8,6,3,4,5,0,3,2,2,2,3,1,3,1,1
6,1976,IS,6,6,7,6,7,8,6,6,7,8,0,2,1,2,1,4,1,3,2,1
6,1977,IS,8,7,7,8,7,8,7,6,5,7,0,3,1,2,1,4,1,3,1,1
6,1978,IS,8,8,8,7,9,9,5,5,8,9,0,2,1,1,1,4,1,4,1,1
6,1979,IS,6,6,7,0,5,7,2,0,0,3,0,3,1,1,3,3,1,3,1,1
6,1981,IS,9,9,6,7,6,9,6,7,NA,8,0,2,2,1,1,4,1,4,2,1
6,1982,IS,7,7,7,5,8,10,5,5,6,7,0,2,1,1,1,3,1,3,1,2
6,1983,IS,8,8,8,NA,7,9,5,5,NA,9,1,3,2,2,2,3,2,3,2,2
6,1984,IS,7,7,8,8,8,8,6,7,NA,8,0,2,1,2,2,4,1,4,2,1
6,1986,IS,7,8,8,4,6,7,6,5,2,7,0,3,1,1,1,4,1,3,1,2
6,1987,IS,7,6,7,4,4,5,5,5,5,5,1,3,2,1,1,3,2,3,2,2
6,1988,IS,9,10,7,6,9,9,5,7,8,7,0,1,1,2,2,4,1,4,1,1
6,1991,IS,7,5,7,5,6,6,6,6,6,7,0,1,2,2,2,3,2,4,2,1
6,1994,IS,4,5,7,4,6,7,5,4,NA,3,0,2,1,3,3,2,2,3,2,1
6,1995,IS,7,9,7,6,6,8,5,5,7,7,0,1,1,1,2,4,1,4,1,1
6,1996,IS,7,5,6,5,7,9,3,3,3,8,0,2,1,1,1,4,1,4,1,1
6,1999,IS,5,8,8,7,7,7,4,6,6,6,0,2,2,2,1,3,1,2,2,2
6,2001,IS,0,8,8,0,2,10,0,0,NA,NA,0,1,1,1,1,4,1,3,1,1
6,2004,IS,6,9,8,8,6,9,7,7,6,9,0,1,1,2,1,4,1,4,1,1
6,2005,IS,0,5,6,2,4,6,2,2,NA,NA,1,2,2,2,2,2,1,2,2,2
6,2008,IS,8,9,6,NA,8,9,7,8,NA,8,1,2,1,1,1,3,2,4,2,2
6,2010,IS,5,4,6,7,8,9,8,5,NA,9,0,1,2,1,1,4,1,4,2,1
6,2011,IS,3,4,5,4,2,5,1,1,0,0,0,3,2,2,2,3,2,2,2,2
6,2014,IS,0,8,8,0,1,8,2,4,2,NA,0,3,2,2,2,1,4,1,4,1
6,2016,IS,5,7,7,3,2,8,3,1,4,5,0,2,1,2,1,4,2,3,1,1
6,2022,IS,7,2,NA,5,6,6,3,0,4,5,0,1,1,1,1,3,1,4,2,1
6,2023,IS,8,6,7,2,4,9,0,0,0,3,1,3,1,1,2,3,1,3,1,2
6,2024,IS,5,5,5,6,6,7,6,5,6,7,0,2,1,1,1,3,1,3,2,1
6,2025,IS,7,7,9,6,8,10,7,7,NA,9,0,4,4,3,3,2,2,2,3,3
6,2028,IS,7,7,5,1,2,9,3,0,4,7,0,2,1,1,1,3,1,3,1,1
6,2032,IS,8,7,7,3,6,9,1,1,1,5,0,2,1,1,4,4,1,4,1,4
6,2033,IS,5,9,9,4,4,9,6,6,6,7,0,1,1,2,2,4,1,4,1,2
6,2034,IS,9,9,8,6,6,8,7,4,NA,NA,0,1,1,2,1,4,1,3,1,1
6,2037,IS,5,5,5,0,0,3,0,0,0,0,0,3,NA,2,2,3,2,4,2,1
6,2039,IS,4,5,4,3,4,6,2,1,3,7,0,2,2,3,2,3,1,3,2,2
6,2040,IS,6,7,6,2,1,5,1,1,0,1,0,2,2,1,4,4,1,3,1,2
6,2042,IS,5,8,7,0,2,8,0,0,0,6,0,3,1,1,1,3,1,4,1,1
6,2046,IS,5,7,5,1,4,10,5,2,NA,5,1,3,3,2,3,3,1,2,3,3
6,2048,IS,3,6,3,1,5,6,1,2,5,7,1,2,1,2,3,2,1,2,1,2
6,2050,IS,5,7,8,5,5,9,3,5,5,8,0,2,1,3,2,3,1,2,1,1
6,2054,IS,4,7,8,5,3,5,6,4,NA,2,0,2,1,1,3,4,1,4,1,2
6,2055,IS,7,3,7,4,5,6,2,3,0,7,1,2,1,2,2,3,1,3,2,2
6,2056,IS,6,8,4,4,7,9,3,5,4,6,0,2,1,3,2,3,1,4,2,1
6,2057,IS,8,8,6,4,7,10,3,1,0,5,0,1,1,3,1,3,1,3,1,1
6,2062,IS,5,8,7,2,3,8,3,2,NA,7,0,3,2,1,2,3,2,3,2,1
6,2064,IS,8,8,7,7,5,6,7,6,7,7,0,2,1,1,3,4,2,4,1,1
6,2065,IS,5,5,1,2,9,8,2,2,7,9,0,1,1,2,1,4,1,3,1,1
6,2066,IS,8,7,8,7,9,9,3,3,5,5,0,4,2,1,2,3,2,3,2,1
6,2068,IS,8,9,8,5,NA,10,7,7,NA,9,0,2,1,1,2,3,1,3,2,1
6,2070,IS,7,7,8,5,7,8,6,6,7,7,0,2,1,1,1,3,1,3,1,1
6,2071,IS,6,9,8,3,7,8,2,1,5,5,0,2,1,1,2,3,1,3,1,2
6,2073,IS,7,9,7,5,7,8,5,5,3,5,0,3,1,1,3,4,1,3,1,2
